Gender,Grade_Level,Study_Hours,Attendance (%),Exam_Score,Extra_Curricular,Internet_Access,Daily_Screen_Time,Part_Time_Job,Parent_Education_High School,Parent_Education_Master's,Parent_Education_PhD,Satisfaction_Level_Satisfied,Satisfaction_Level_Unsatisfied,Satisfaction_Level_Very Satisfied,Health_Status_Excellent,Health_Status_Good,Health_Status_Poor
0,11,3,84,100,1,1,6,0,0,0,1,1,0,0,0,1,0
0,9,4,90,55,1,1,5,0,0,1,0,0,0,1,1,0,0
1,10,1,87,77,0,0,2,0,0,0,1,1,0,0,0,0,0
0,10,2,86,98,1,1,7,0,1,0,0,1,0,0,0,1,0
0,10,4,73,73,1,1,4,0,1,0,0,1,0,0,1,0,0
1,10,1,81,68,1,1,2,0,0,0,0,0,0,1,1,0,0
1,10,2,72,73,1,1,6,0,0,0,0,1,0,0,0,0,0
0,10,2,55,100,1,1,7,0,0,1,0,1,0,0,0,0,0
0,10,4,81,75,1,1,3,0,0,0,0,0,0,1,0,0,0
1,11,1,100,100,0,1,3,0,1,0,0,0,0,1,0,1,0
0,9,3,95,77,0,1,3,0,0,1,0,0,0,1,0,1,0
0,11,0,80,76,0,1,5,1,0,0,1,1,0,0,0,1,0
1,10,2,82,73,1,1,5,1,0,1,0,0,0,1,0,0,0
1,12,2,85,59,1,1,4,1,1,0,0,1,0,0,0,0,0
0,10,1,72,89,0,1,4,0,0,0,0,1,0,0,0,1,0
1,9,0,96,95,1,1,6,1,0,1,0,0,0,1,0,1,0
0,9,2,58,69,0,1,3,0,1,0,0,0,0,0,0,1,0
0,10,2,74,67,0,1,5,0,1,0,0,0,1,0,0,1,0
1,12,5,91,61,1,1,3,0,0,0,0,1,0,0,0,0,0
0,10,0,81,71,0,1,4,0,0,1,0,1,0,0,0,0,0
1,12,3,79,82,0,1,3,0,0,0,0,1,0,0,0,0,0
1,10,5,93,74,1,1,3,0,1,0,0,1,0,0,0,0,0
0,9,2,81,92,1,1,3,0,1,0,0,1,0,0,0,0,1
0,11,2,85,75,1,1,6,0,1,0,0,1,0,0,0,0,0
1,11,2,71,79,1,1,2,0,1,0,0,1,0,0,0,0,1
0,10,2,90,66,1,1,2,0,0,0,0,0,0,1,0,0,0
1,10,4,76,100,1,1,7,0,0,1,0,0,0,0,0,1,0
1,9,0,89,82,0,1,5,1,0,1,0,0,0,0,0,0,0
1,11,1,89,94,1,1,1,0,1,0,0,1,0,0,0,1,0
1,11,0,90,37,1,1,3,0,0,0,0,0,1,0,0,1,0
1,10,1,100,66,0,1,1,0,1,0,0,1,0,0,0,1,0
0,12,1,83,100,1,1,2,0,0,1,0,0,0,1,1,0,0
1,12,0,74,97,0,1,1,0,0,0,0,1,0,0,0,0,1
1,11,5,83,56,1,1,3,1,1,0,0,0,0,0,0,1,0
0,9,6,100,85,1,1,2,1,0,0,0,0,0,1,1,0,0
1,12,1,84,72,1,1,4,1,0,1,0,1,0,0,1,0,0
0,9,3,99,88,0,1,1,1,1,0,0,0,0,1,0,0,0
0,10,1,98,79,1,1,4,1,0,0,1,1,0,0,0,0,0
1,11,4,99,58,0,1,3,0,0,0,0,1,0,0,0,0,0
1,10,2,79,51,1,1,6,0,1,0,0,0,0,1,0,1,0
1,9,3,100,47,1,1,6,0,1,0,0,1,0,0,0,1,0
0,12,2,91,76,1,1,5,0,0,0,0,0,0,0,0,0,0
0,11,2,72,78,0,1,3,1,0,0,0,1,0,0,0,1,0
0,9,1,63,92,0,1,6,0,0,1,0,0,0,1,0,1,0
1,11,4,85,78,1,0,1,0,1,0,0,1,0,0,0,1,0
0,10,4,87,88,1,1,1,0,1,0,0,1,0,0,1,0,0
1,12,2,98,79,1,1,3,0,1,0,0,0,0,0,0,1,0
0,11,3,72,79,1,1,7,0,0,0,0,0,0,0,0,0,1
1,10,1,78,62,1,1,3,0,0,0,1,1,0,0,0,1,0
1,12,1,100,94,0,1,3,0,0,0,1,0,0,1,0,0,0
1,10,5,72,76,0,0,1,0,0,0,0,1,0,0,0,1,0
1,10,1,78,61,1,1,5,0,0,0,0,0,0,1,1,0,0
1,11,4,81,91,1,1,5,0,0,0,1,1,0,0,1,0,0
0,11,3,100,52,0,1,5,0,0,0,0,0,0,1,0,1,0
0,10,4,96,60,0,1,3,0,0,1,0,0,0,0,0,0,0
1,9,4,88,71,1,1,2,0,0,1,0,1,0,0,0,0,0
0,10,1,77,100,1,1,2,0,0,0,0,0,0,0,0,1,0
1,11,3,92,63,1,0,4,1,1,0,0,1,0,0,0,0,0
1,12,1,95,54,1,1,2,0,0,1,0,1,0,0,0,1,0
0,12,2,85,76,1,0,2,1,0,0,0,0,0,0,0,0,1
1,9,2,88,85,1,1,3,0,0,0,0,0,0,1,0,0,0
0,12,4,75,70,0,1,3,0,1,0,0,1,0,0,0,0,0
1,10,4,93,54,1,1,3,0,1,0,0,0,0,1,1,0,0
0,12,3,65,75,1,1,4,0,0,1,0,0,0,1,0,1,0
1,12,5,75,62,1,1,4,1,0,0,0,0,1,0,0,0,0
0,11,4,69,65,0,1,3,0,0,0,0,0,0,1,0,0,1
1,9,3,78,71,0,1,4,1,0,0,0,0,0,1,0,1,0
1,10,4,89,79,1,1,2,0,0,0,0,1,0,0,0,0,0
1,12,2,88,73,1,1,4,0,0,0,0,1,0,0,0,1,0
1,10,3,80,72,0,0,4,0,0,0,0,1,0,0,1,0,0
0,11,1,84,62,1,1,1,0,0,0,0,1,0,0,0,1,0
1,10,1,87,78,1,1,5,1,0,0,0,1,0,0,0,1,0
1,9,4,80,81,1,1,2,0,1,0,0,1,0,0,0,1,0
1,12,3,89,62,1,1,4,1,0,0,0,1,0,0,1,0,0
1,12,3,88,75,1,1,5,1,0,0,0,1,0,0,1,0,0
1,12,0,86,100,0,1,5,1,1,0,0,1,0,0,0,1,0
1,9,2,77,80,0,1,4,0,1,0,0,1,0,0,0,0,0
0,9,3,96,56,1,1,3,0,0,0,0,1,0,0,0,1,0
1,12,4,90,72,0,1,5,1,0,0,0,0,1,0,0,0,0
1,11,3,95,88,1,1,5,1,0,0,0,1,0,0,0,1,0
1,10,1,93,74,1,1,3,0,0,0,1,0,0,0,0,1,0
1,12,3,85,72,1,1,2,0,0,0,0,1,0,0,0,0,0
0,11,4,84,58,0,1,1,0,0,1,0,0,0,0,0,0,0
1,10,2,86,93,1,1,4,0,1,0,0,1,0,0,0,1,0
1,12,3,76,100,1,1,3,0,0,0,0,1,0,0,1,0,0
1,12,3,97,72,0,0,5,0,1,0,0,1,0,0,0,1,0
0,12,3,93,93,0,1,4,0,0,0,0,0,1,0,0,1,0
1,10,4,93,70,0,1,6,0,0,0,1,0,0,0,0,0,0
1,9,2,88,88,1,1,2,0,1,0,0,0,1,0,0,1,0
0,9,2,95,96,1,1,5,0,1,0,0,0,1,0,0,1,0
0,11,1,76,72,1,1,3,0,0,0,1,0,1,0,0,1,0
0,10,3,79,95,1,1,5,0,1,0,0,0,0,0,0,0,1
1,12,3,85,53,0,0,1,0,0,1,0,1,0,0,0,1,0
1,9,1,87,43,1,1,4,0,0,1,0,1,0,0,0,0,0
0,9,4,83,100,1,1,1,1,0,1,0,0,0,1,0,0,0
1,11,6,83,73,0,1,3,1,0,0,0,0,0,0,1,0,0
0,11,4,100,50,1,1,4,0,0,0,0,1,0,0,0,0,0
1,9,0,78,83,1,1,3,0,1,0,0,1,0,0,0,0,0
1,12,3,95,57,0,1,2,0,0,1,0,1,0,0,0,1,0
0,12,0,93,62,0,1,5,0,0,1,0,1,0,0,1,0,0
0,10,0,86,86,0,1,3,0,0,1,0,1,0,0,0,1,0
0,12,2,80,72,1,1,3,1,0,1,0,0,0,1,0,1,0
1,11,2,71,64,1,1,4,0,0,0,1,0,1,0,1,0,0
1,12,3,88,77,0,1,7,0,0,1,0,0,0,0,0,0,0
1,12,1,83,42,1,1,5,1,0,0,0,1,0,0,0,0,0
1,9,3,99,52,1,1,5,1,0,1,0,1,0,0,0,0,0
0,9,2,88,93,0,1,4,1,0,0,0,1,0,0,1,0,0
0,9,2,78,45,1,1,4,0,1,0,0,1,0,0,0,0,1
0,9,3,100,79,0,1,1,0,0,1,0,0,0,0,0,0,0
0,12,2,88,74,1,1,2,0,0,0,1,1,0,0,0,1,0
1,12,1,93,78,1,1,3,0,1,0,0,1,0,0,0,1,0
0,12,3,75,94,1,1,1,1,0,1,0,1,0,0,0,1,0
1,11,4,79,90,0,0,2,0,0,0,0,1,0,0,0,1,0
1,10,2,77,63,1,1,1,0,0,0,0,1,0,0,0,0,0
0,9,0,89,47,1,1,3,0,0,0,1,0,0,0,0,1,0
1,11,1,64,73,0,1,5,0,0,0,1,1,0,0,0,1,0
1,12,2,81,59,0,0,5,0,1,0,0,0,0,0,1,0,0
0,11,1,89,66,0,1,4,0,0,1,0,0,0,0,0,0,0
1,12,3,76,77,1,0,2,0,0,0,1,1,0,0,1,0,0
0,10,4,90,68,1,0,1,0,0,0,0,0,0,0,0,1,0
0,9,3,82,75,0,1,1,0,0,1,0,0,0,1,0,0,1
0,9,2,83,78,0,1,2,1,0,1,0,0,0,1,0,1,0
1,10,1,74,54,1,0,2,0,0,0,0,1,0,0,0,0,1
0,11,0,72,77,1,1,3,0,1,0,0,0,0,1,1,0,0
1,10,1,90,75,0,1,2,0,0,1,0,1,0,0,1,0,0
1,9,0,91,87,1,1,4,0,0,0,0,0,1,0,0,0,0
1,11,1,89,62,0,1,3,0,0,0,0,0,1,0,0,0,0
0,9,3,72,48,1,1,4,1,0,0,0,1,0,0,0,0,0
1,11,2,83,69,1,1,5,0,1,0,0,0,0,0,0,0,0
0,12,1,81,79,0,1,2,0,0,1,0,0,0,0,0,0,0
1,11,2,86,64,1,1,4,0,1,0,0,0,0,1,0,0,0
1,10,4,73,82,1,1,3,1,0,0,0,1,0,0,0,1,0
0,10,4,89,71,1,1,3,1,0,0,1,0,0,1,0,0,0
1,10,2,95,53,1,1,5,1,1,0,0,1,0,0,1,0,0
0,12,1,81,93,0,1,5,0,1,0,0,0,1,0,1,0,0
1,9,3,75,70,0,1,2,0,0,0,0,0,1,0,0,1,0
0,10,2,77,89,0,1,3,0,0,1,0,0,0,1,1,0,0
0,11,0,100,87,1,0,4,0,0,0,0,0,0,1,0,0,0
1,12,4,80,72,1,1,3,0,0,0,0,0,1,0,0,0,1
0,9,0,79,82,1,1,4,0,0,0,0,1,0,0,0,1,0
0,12,4,73,69,0,0,4,0,1,0,0,0,0,0,0,1,0
0,11,2,71,83,0,0,6,0,0,0,0,1,0,0,0,1,0
0,11,1,83,68,0,1,1,0,0,0,0,0,1,0,1,0,0
0,9,1,84,71,1,1,3,0,0,0,0,1,0,0,1,0,0
1,11,2,77,79,1,1,2,0,0,1,0,1,0,0,0,1,0
1,9,5,86,89,1,1,4,0,0,0,0,1,0,0,0,1,0
1,11,0,86,58,1,1,1,0,0,0,0,0,1,0,0,0,1
0,12,0,77,92,1,1,4,0,0,0,0,1,0,0,0,0,0
1,10,4,87,52,0,1,3,1,0,0,1,1,0,0,0,1,0
0,10,2,88,77,1,1,2,1,0,1,0,1,0,0,0,1,0
0,11,0,76,74,1,1,1,0,0,0,0,0,0,0,0,1,0
1,12,3,63,72,1,0,3,1,1,0,0,1,0,0,0,0,0
0,9,3,93,85,0,1,5,0,0,1,0,0,0,0,0,1,0
0,9,3,77,46,1,0,3,0,0,0,0,1,0,0,0,0,0
0,11,2,95,95,0,0,4,0,0,0,0,1,0,0,0,1,0
1,10,4,89,80,0,1,6,0,0,1,0,0,0,1,0,0,0
1,10,2,83,100,1,1,4,0,0,1,0,1,0,0,0,0,1
0,12,1,100,70,0,1,3,1,0,1,0,1,0,0,0,0,0
1,11,4,70,83,1,1,4,1,0,0,0,1,0,0,0,0,0
0,12,1,70,78,1,1,3,0,0,1,0,0,0,1,1,0,0
1,9,4,76,52,0,1,3,0,0,1,0,1,0,0,0,0,1
1,11,2,84,83,0,0,1,0,1,0,0,0,0,1,0,0,0
1,9,4,84,100,1,1,5,1,0,1,0,0,0,1,0,1,0
0,9,3,81,50,1,1,3,0,0,0,1,0,0,1,0,1,0
1,12,2,81,89,1,1,4,0,0,1,0,1,0,0,0,0,1
0,12,3,73,77,1,1,2,1,0,0,0,1,0,0,0,0,1
1,10,4,100,88,1,0,4,1,0,0,0,0,0,0,1,0,0
0,11,4,85,80,1,1,2,0,0,1,0,0,0,0,0,1,0
1,10,4,71,69,1,1,3,0,1,0,0,1,0,0,0,0,0
1,12,1,88,93,0,1,5,0,0,1,0,0,0,1,0,1,0
1,9,2,61,68,1,1,5,0,1,0,0,0,0,1,0,0,0
0,12,4,90,81,1,1,3,0,0,1,0,1,0,0,0,0,0
0,12,2,72,82,1,1,1,0,0,0,0,0,0,0,0,1,0
0,9,1,100,83,0,1,8,0,0,0,0,0,0,1,1,0,0
1,11,2,78,73,1,0,6,0,0,0,0,1,0,0,0,0,0
0,9,2,96,77,1,0,5,1,0,0,1,1,0,0,1,0,0
0,9,1,100,75,1,1,2,0,0,0,0,0,0,1,0,0,0
1,10,4,78,80,0,1,3,0,0,1,0,1,0,0,0,0,0
0,12,3,66,100,1,1,3,0,0,0,0,1,0,0,0,0,1
1,10,4,81,58,0,1,5,0,0,0,0,1,0,0,0,0,0
1,11,3,85,80,0,1,4,0,0,1,0,0,0,1,1,0,0
1,12,3,90,96,0,1,2,0,0,0,0,0,0,1,0,1,0
0,12,3,74,95,0,1,3,0,0,0,0,0,0,1,0,0,1
0,11,5,100,58,1,1,5,0,1,0,0,1,0,0,1,0,0
0,11,3,64,83,1,1,6,0,1,0,0,1,0,0,1,0,0
1,9,2,100,63,0,1,6,0,0,1,0,0,0,0,0,1,0
1,11,0,80,45,1,1,5,0,0,0,0,0,0,0,1,0,0
1,11,4,64,75,1,1,3,0,0,0,0,1,0,0,0,0,0
0,11,0,81,99,0,0,1,1,1,0,0,0,0,0,1,0,0
1,10,3,76,74,1,1,4,0,0,1,0,1,0,0,0,1,0
1,11,3,89,54,1,1,4,0,0,1,0,0,0,0,1,0,0
1,9,3,57,65,1,1,4,0,0,0,0,0,1,0,0,1,0
1,10,2,91,75,1,1,4,1,0,1,0,1,0,0,0,0,0
0,12,0,75,77,0,1,2,1,1,0,0,1,0,0,0,1,0
1,10,2,79,67,1,1,4,0,0,0,0,0,0,1,0,0,0
1,11,4,79,73,1,1,4,0,0,1,0,0,0,0,0,0,0
1,12,6,70,47,1,1,5,0,0,0,0,1,0,0,0,0,0
1,12,4,78,70,0,1,5,0,0,1,0,1,0,0,1,0,0
0,10,1,82,98,0,1,4,1,0,0,0,1,0,0,0,0,0
0,12,4,93,53,1,1,3,1,0,0,0,1,0,0,0,1,0
1,9,1,56,62,0,1,3,0,0,0,1,1,0,0,0,0,0
0,11,4,90,71,1,1,4,1,0,0,0,0,0,0,1,0,0
1,11,2,78,78,0,1,4,0,0,1,0,1,0,0,0,0,0
1,10,4,68,79,1,1,5,0,0,0,0,1,0,0,0,1,0
1,11,4,80,85,0,1,4,1,0,0,0,1,0,0,1,0,0
1,9,7,83,80,1,1,7,0,0,0,0,1,0,0,0,1,0
0,11,1,86,81,1,1,7,1,1,0,0,0,0,0,0,0,0
1,9,3,74,78,1,1,4,1,1,0,0,0,1,0,0,1,0
1,9,5,89,89,0,0,1,0,0,1,0,0,0,0,1,0,0
1,12,2,92,79,1,1,5,0,0,1,0,0,0,1,0,1,0
1,9,1,88,60,0,1,3,0,0,1,0,0,0,0,0,0,0
0,9,2,86,79,1,1,2,0,0,1,0,0,0,1,1,0,0
0,12,1,95,83,1,1,3,0,0,1,0,1,0,0,0,0,0
0,11,1,69,72,1,1,3,0,1,0,0,0,1,0,0,1,0
1,12,2,86,69,0,1,4,0,0,0,0,0,0,1,1,0,0
0,11,0,81,70,1,1,1,0,1,0,0,0,1,0,0,0,0
1,12,3,78,100,0,1,2,0,1,0,0,1,0,0,0,1,0
1,12,0,98,71,0,1,4,1,1,0,0,1,0,0,0,1,0
0,11,4,85,92,0,1,4,1,1,0,0,0,1,0,1,0,0
0,12,2,74,96,1,1,4,0,1,0,0,1,0,0,0,0,0
1,9,2,87,93,0,1,2,0,0,1,0,0,0,0,0,1,0
0,12,1,90,66,0,1,2,0,0,0,0,1,0,0,1,0,0
0,12,2,85,52,1,1,3,0,0,0,0,0,0,1,0,0,1
1,10,1,98,88,0,1,4,0,1,0,0,0,0,1,0,0,0
0,9,2,87,70,1,0,6,0,0,0,0,0,0,1,1,0,0
0,11,5,82,78,1,1,1,0,0,1,0,1,0,0,0,0,0
1,11,4,77,98,1,1,3,0,0,0,0,0,0,1,1,0,0
1,12,0,100,69,1,1,2,0,0,1,0,0,0,0,0,0,0
1,10,2,66,68,1,1,1,0,0,0,0,0,0,1,0,0,0
1,11,1,78,72,1,1,5,1,0,1,0,0,0,1,0,1,0
0,12,4,87,79,0,1,4,0,1,0,0,1,0,0,0,1,0
1,10,1,76,100,1,1,4,0,1,0,0,0,1,0,0,1,0
1,12,1,100,71,1,1,5,0,0,0,0,1,0,0,0,1,0
0,12,3,95,94,1,1,3,1,0,0,0,0,0,1,1,0,0
0,9,2,81,74,1,1,3,0,1,0,0,0,1,0,0,0,0
1,12,3,93,75,0,1,7,0,1,0,0,0,0,1,0,1,0
0,10,3,100,80,1,1,3,1,0,1,0,0,0,0,0,0,0
1,9,3,69,35,0,1,5,0,0,1,0,1,0,0,0,1,0
1,12,3,84,67,1,1,4,0,0,0,1,1,0,0,0,0,0
1,10,3,84,91,0,1,1,0,1,0,0,1,0,0,0,0,0
0,9,3,77,89,1,1,1,1,0,0,0,0,0,0,0,1,0
1,9,2,90,67,1,1,3,0,1,0,0,1,0,0,0,0,1
1,9,2,85,75,0,1,5,0,0,1,0,1,0,0,0,0,1
0,11,3,82,47,1,1,5,0,1,0,0,1,0,0,0,1,0
1,11,2,92,70,0,1,5,0,0,1,0,1,0,0,0,1,0
1,10,2,94,64,0,1,2,0,0,0,0,0,0,0,1,0,0
1,12,0,83,67,1,1,6,1,1,0,0,1,0,0,0,1,0
1,12,1,83,82,1,1,2,1,1,0,0,1,0,0,0,0,1
1,9,2,88,100,1,1,4,0,0,1,0,1,0,0,0,1,0
0,10,2,87,67,0,1,3,1,1,0,0,1,0,0,0,0,1
1,9,1,79,67,0,1,3,0,1,0,0,0,1,0,0,1,0
0,12,3,100,64,1,0,6,0,0,1,0,1,0,0,1,0,0
0,10,2,84,80,1,1,2,0,1,0,0,1,0,0,0,1,0
0,12,3,97,38,1,1,1,1,1,0,0,0,0,0,0,1,0
1,10,0,80,91,0,1,4,0,0,1,0,1,0,0,0,0,0
1,11,0,54,83,1,1,3,0,0,0,0,0,1,0,0,1,0
1,10,3,74,60,1,1,9,1,1,0,0,1,0,0,1,0,0
1,11,1,86,65,0,1,5,1,0,0,1,0,0,1,0,0,0
1,12,3,56,62,1,1,3,0,0,1,0,1,0,0,0,0,0
0,9,1,82,66,1,1,2,1,1,0,0,1,0,0,0,1,0
0,12,4,66,75,0,1,1,0,1,0,0,1,0,0,0,1,0
1,9,3,100,67,0,1,2,1,0,1,0,0,0,0,0,0,0
0,11,3,66,39,1,1,4,0,0,0,0,0,0,1,1,0,0
0,9,4,84,92,1,1,6,0,1,0,0,0,1,0,0,0,1
1,10,0,90,100,1,1,5,0,0,1,0,1,0,0,0,0,0
1,9,3,87,75,1,1,4,0,0,0,1,1,0,0,0,1,0
0,12,0,98,65,0,1,3,0,1,0,0,1,0,0,0,0,0
0,10,3,69,57,1,1,4,1,0,1,0,1,0,0,0,1,0
1,10,5,81,96,0,1,3,0,0,1,0,0,0,1,0,0,0
0,10,2,66,88,0,0,6,0,1,0,0,1,0,0,0,0,1
1,12,2,91,75,1,0,3,0,1,0,0,0,0,1,0,0,0
0,10,0,86,100,1,1,3,0,0,0,0,0,0,0,1,0,0
1,11,3,84,91,1,1,1,0,0,0,1,0,0,0,0,1,0
1,9,3,87,58,0,0,3,0,0,1,0,0,1,0,0,1,0
1,9,3,95,62,0,0,5,0,0,0,1,1,0,0,0,0,0
1,11,5,84,61,1,1,2,0,1,0,0,0,0,0,0,1,0
1,10,4,82,86,0,1,2,0,0,0,0,1,0,0,0,1,0
1,9,2,84,82,1,1,5,0,0,0,0,1,0,0,1,0,0
1,12,3,65,58,0,0,1,0,0,1,0,0,0,0,0,1,0
0,10,4,83,67,1,1,5,0,1,0,0,1,0,0,0,1,0
1,10,0,74,44,1,1,3,0,0,0,1,0,0,1,0,0,1
0,9,2,79,60,0,1,3,0,1,0,0,1,0,0,0,1,0
1,12,2,88,100,1,1,2,1,0,0,0,1,0,0,0,1,0
1,12,0,96,89,1,1,4,0,0,0,0,0,1,0,1,0,0
1,12,1,87,68,1,1,7,1,0,0,1,0,0,0,0,0,0
0,10,3,100,84,1,1,5,1,0,1,0,0,1,0,0,0,0
0,11,3,80,52,1,1,2,0,1,0,0,1,0,0,0,1,0
1,12,2,97,52,0,1,5,0,0,0,0,0,0,0,0,0,0
0,10,1,86,60,1,1,3,0,0,1,0,1,0,0,0,0,0
0,9,1,80,54,1,1,6,0,0,0,1,0,1,0,1,0,0
0,9,1,92,55,0,1,5,0,0,0,0,1,0,0,0,1,0
1,9,0,78,85,1,1,1,1,0,1,0,1,0,0,1,0,0
1,11,2,80,75,1,1,2,0,0,0,1,0,0,0,1,0,0
0,12,0,89,80,0,1,5,0,0,1,0,1,0,0,0,0,0
1,9,2,95,58,0,1,4,0,0,0,0,1,0,0,0,1,0
1,11,4,86,69,0,1,2,0,1,0,0,0,0,0,0,0,1
0,10,2,83,93,0,1,3,0,0,1,0,1,0,0,1,0,0
0,11,1,77,90,1,1,1,0,0,0,1,1,0,0,0,1,0
0,11,2,94,100,0,1,3,0,1,0,0,1,0,0,0,0,0
0,12,2,91,57,1,1,7,0,0,0,0,0,0,1,0,0,0
0,11,4,86,82,0,1,5,0,0,0,0,1,0,0,0,1,0
1,10,2,68,82,1,1,7,0,0,0,1,1,0,0,0,0,0
1,12,0,81,89,0,1,5,0,0,0,1,0,0,0,0,0,0
1,9,3,100,90,0,1,5,0,1,0,0,0,0,0,0,1,0
1,12,2,85,74,0,1,6,0,1,0,0,0,0,0,1,0,0
1,11,0,75,66,1,1,4,0,0,0,0,1,0,0,0,0,0
1,12,0,85,71,1,1,3,0,0,0,0,1,0,0,0,1,0
1,11,0,89,85,0,1,5,0,1,0,0,0,1,0,1,0,0
1,11,3,81,83,0,1,6,0,0,0,0,1,0,0,0,0,1
0,12,4,88,62,1,1,3,0,0,0,0,1,0,0,1,0,0
0,12,3,96,66,0,1,2,0,0,0,0,0,0,0,0,0,0
0,10,6,79,75,0,1,4,1,0,1,0,0,0,0,0,1,0
0,11,1,87,48,1,1,5,0,0,1,0,0,1,0,0,1,0
0,11,2,74,77,0,1,5,0,0,0,0,0,0,0,0,1,0
1,11,4,91,39,1,1,1,0,1,0,0,0,0,0,1,0,0
1,10,6,87,63,1,1,6,1,1,0,0,0,1,0,0,0,0
0,10,3,86,64,1,1,3,0,0,0,0,1,0,0,0,0,0
1,9,3,78,68,1,1,3,0,0,1,0,0,0,1,0,1,0
1,11,1,70,77,0,1,2,0,0,0,0,0,0,1,1,0,0
0,9,3,90,87,1,1,8,0,0,0,1,1,0,0,0,0,0
0,10,3,79,87,0,1,4,0,0,0,1,0,0,1,1,0,0
1,9,0,75,60,0,1,2,0,0,0,1,1,0,0,0,0,0
0,11,4,94,82,0,1,5,0,0,0,0,0,0,0,0,0,0
1,12,4,76,80,1,1,5,0,0,0,0,0,0,0,0,1,0
0,9,2,93,73,0,1,3,1,1,0,0,1,0,0,0,0,1
0,9,2,90,88,1,1,5,0,0,0,0,0,0,1,0,1,0
0,11,2,84,59,1,1,2,0,1,0,0,0,1,0,0,0,1
1,10,0,87,84,1,1,3,0,0,1,0,1,0,0,0,0,0
1,9,3,65,69,1,0,1,0,1,0,0,0,0,1,0,1,0
1,12,0,98,58,0,1,2,0,1,0,0,1,0,0,0,1,0
1,11,4,94,61,1,1,6,0,0,0,0,1,0,0,0,1,0
0,11,1,88,62,0,1,6,0,0,0,0,0,1,0,0,1,0
0,11,3,80,48,1,1,4,0,0,0,0,1,0,0,0,0,0
1,10,0,87,66,1,1,6,0,0,1,0,1,0,0,0,1,0
0,12,2,91,92,0,1,3,0,0,0,0,0,0,1,1,0,0
0,12,2,81,82,0,1,3,0,1,0,0,1,0,0,1,0,0
1,10,0,87,83,1,1,4,0,1,0,0,1,0,0,0,0,0
0,9,4,65,63,1,1,3,0,0,0,1,1,0,0,0,0,1
0,9,1,85,82,1,1,3,1,1,0,0,1,0,0,1,0,0
0,12,5,80,67,1,1,5,0,1,0,0,1,0,0,0,1,0
1,10,4,87,94,0,1,4,0,1,0,0,1,0,0,0,1,0
0,9,3,73,55,0,1,5,0,0,1,0,1,0,0,0,1,0
0,12,0,91,92,1,1,5,1,0,0,0,1,0,0,0,0,0
1,9,5,93,92,0,1,4,0,1,0,0,1,0,0,0,1,0
0,9,2,73,87,1,1,2,1,0,1,0,0,0,1,1,0,0
0,10,3,86,80,1,1,1,0,0,0,0,1,0,0,0,1,0
1,9,3,97,94,1,1,4,0,1,0,0,0,0,0,0,0,0
1,11,3,93,82,0,1,3,0,0,0,0,1,0,0,0,0,0
0,12,2,92,54,1,1,4,1,0,0,1,0,0,1,0,0,0
0,9,4,73,79,1,1,3,0,0,1,0,0,0,0,0,1,0
1,10,1,90,74,1,1,7,1,0,0,0,0,0,1,0,0,0
1,11,0,89,66,1,1,2,0,1,0,0,0,0,0,0,0,1
0,11,4,85,80,0,1,1,0,1,0,0,0,0,0,1,0,0
1,10,1,79,68,1,1,4,0,0,1,0,0,0,0,0,0,0
1,10,4,100,62,1,0,3,0,0,0,0,0,0,1,0,0,1
0,11,4,63,57,0,1,4,0,0,1,0,1,0,0,0,0,0
