Student_ID,Gender,Grade_Level,Study_Hours,Attendance (%),Exam_Score,Parent_Education,Satisfaction_Level,Extra_Curricular,Internet_Access,Daily_Screen_Time,Part_Time_Job,Health_Status
1948,Male,11,0.73,99,57,High School,Satisfied,Yes,Yes,5.79,No,Good
1949,Female,10,3.33,74,66,Bachelor's,Satisfied,No,Yes,1.99,No,Good
1950,Male,10,1.74,78,66,High School,Satisfied,No,No,3.52,No,Excellent
1951,Female,10,2.18,93,58,High School,Satisfied,No,Yes,4.22,No,Good
1952,Male,12,3.33,97,67,Master's,Unsatisfied,No,Yes,1.25,Yes,Good
1953,Male,11,1.92,82,92,High School,Satisfied,Yes,Yes,2.75,No,Excellent
1954,Female,11,3.29,79,82,Bachelor's,Satisfied,No,Yes,2.98,No,Excellent
1955,Male,9,1.35,91,81,Bachelor's,Unsatisfied,Yes,Yes,2.81,No,Good
1956,Male,11,2.54,76,61,Bachelor's,Satisfied,Yes,No,4.29,No,Good
1957,Female,10,3.8,97,65,Bachelor's,Satisfied,Yes,Yes,3.76,No,Average
1958,Female,12,3.69,64,66,High School,Satisfied,Yes,Yes,3.17,No,Good
1959,Male,12,2.95,75,60,Bachelor's,Satisfied,Yes,Yes,4.64,No,Excellent
1960,Female,12,2,87,72,Bachelor's,Satisfied,Yes,Yes,6.58,No,Good
1961,Female,12,0,63,65,Bachelor's,Neutral,Yes,Yes,6.46,Yes,Excellent
1962,Male,11,3.69,57,67,PhD,Neutral,Yes,Yes,1.12,No,Good
1963,Male,11,2.21,98,69,Master's,Satisfied,Yes,No,4.87,No,Excellent
1964,Male,9,3.57,86,43,Master's,Satisfied,Yes,Yes,3.73,No,Good
1965,Female,10,4.15,87,82,PhD,Satisfied,Yes,Yes,4.23,No,Poor
1966,Female,10,8,64,100,Bachelor's,Neutral,No,Yes,3.4,No,Good
1967,Female,10,2.57,87,74,Bachelor's,Satisfied,No,Yes,4.18,No,Average
1968,Female,11,2.36,79,79,Bachelor's,Satisfied,No,Yes,4.23,No,Poor
1969,Male,10,0.72,92,68,Bachelor's,Neutral,Yes,Yes,3.13,Yes,Excellent
1970,Male,12,1.3,80,93,PhD,Unsatisfied,No,Yes,2.66,No,Average
1971,Female,10,2.2,88,64,High School,Satisfied,Yes,Yes,3.33,No,Good
1972,Male,10,4.14,91,100,Bachelor's,Satisfied,Yes,Yes,4.35,No,Average
1973,Female,12,2.74,91,76,PhD,Very Satisfied,Yes,Yes,4.9,No,Average
1974,Male,11,4.94,77,86,High School,Very Satisfied,No,Yes,5.28,No,Excellent
1975,Female,11,2.71,84,76,Bachelor's,Satisfied,Yes,Yes,3.26,No,Average
1976,Female,12,3.38,83,78,Bachelor's,Satisfied,Yes,Yes,4.43,No,Good
1977,Male,11,5.37,94,88,Bachelor's,Very Satisfied,Yes,Yes,5.44,Yes,Good
1978,Female,11,2.32,76,89,Master's,Satisfied,No,Yes,5.75,No,Good
1979,Female,9,4.31,99,65,Bachelor's,Neutral,No,Yes,3.91,Yes,Excellent
1980,Male,10,2.66,68,69,High School,Satisfied,Yes,Yes,3.67,No,Good
1981,Male,10,4.49,80,84,High School,Satisfied,Yes,Yes,4.29,No,Good
1982,Male,10,2.71,88,57,Bachelor's,Satisfied,Yes,Yes,2.28,No,Excellent
1983,Male,12,3.13,55,72,Master's,Satisfied,No,Yes,3.71,Yes,Average
1984,Male,12,0.55,97,86,High School,Unsatisfied,Yes,Yes,5.12,No,Good
1985,Male,10,3.7,100,60,Master's,Unsatisfied,No,Yes,4.96,No,Excellent
1986,Male,9,5.62,94,71,High School,Very Satisfied,Yes,No,3.59,Yes,Good
1987,Female,9,4.7,73,62,PhD,Satisfied,No,Yes,4.33,No,Excellent
1988,Female,9,2.09,79,59,High School,Satisfied,Yes,Yes,2.76,No,Good
1989,Female,12,4.83,82,80,High School,Very Satisfied,Yes,Yes,5.06,No,Excellent
1990,Male,10,2.14,66,79,Master's,Satisfied,Yes,No,3.88,No,Excellent
1991,Male,11,0.13,84,54,PhD,Satisfied,Yes,Yes,3.59,Yes,Average
1992,Male,10,5.98,94,76,Bachelor's,Neutral,Yes,Yes,3.46,No,Average
1993,Male,10,4.9,76,83,Bachelor's,Very Satisfied,No,Yes,3.91,No,Good
1994,Female,10,3.3,87,94,Master's,Neutral,Yes,Yes,3.33,No,Good
1995,Male,9,4.1,87,50,High School,Satisfied,No,Yes,4.99,No,Average
1996,Male,12,1.56,83,76,Bachelor's,Satisfied,No,Yes,3.41,No,Poor
1997,Male,12,1.3,100,97,High School,Very Satisfied,Yes,Yes,6.39,No,Average
1998,Female,11,3.9,85,71,Bachelor's,Satisfied,No,Yes,6.2,Yes,Excellent
1999,Male,12,1.57,85,78,High School,Satisfied,No,Yes,2.66,No,Good
2000,Male,9,1.14,88,72,Bachelor's,Very Satisfied,Yes,Yes,4.1,No,Good
2001,Female,11,0.14,76,68,High School,Satisfied,No,Yes,3.02,No,Average
2002,Male,9,5.83,90,54,Bachelor's,Satisfied,Yes,Yes,3.51,No,Average
2003,Male,11,3.73,69,91,Bachelor's,Neutral,Yes,Yes,7,No,Average
2004,Female,11,2.29,84,94,Bachelor's,Satisfied,No,Yes,3.54,No,Average
2005,Female,11,1.07,71,66,PhD,Satisfied,Yes,No,4.54,No,Excellent
2006,Male,12,4.56,69,32,Bachelor's,Satisfied,Yes,Yes,4.81,No,Excellent
2007,Male,11,2.32,90,93,Bachelor's,Satisfied,Yes,Yes,2.5,No,Average
2008,Female,11,2.31,80,92,Master's,Satisfied,No,Yes,2.72,Yes,Poor
2009,Male,9,0.2,81,77,Master's,Satisfied,No,Yes,2.19,No,Average
2010,Male,9,3.67,79,75,High School,Satisfied,Yes,Yes,2.67,No,Good
2011,Female,9,0,78,81,High School,Very Satisfied,No,Yes,1,No,Average
2012,Male,9,1.53,85,81,Master's,Satisfied,No,Yes,4.82,No,Average
2013,Female,9,2.49,86,60,High School,Neutral,Yes,Yes,7.08,No,Average
2014,Male,9,2.69,91,77,Master's,Very Satisfied,Yes,Yes,4.22,No,Good
2015,Female,11,2.12,87,85,Master's,Satisfied,No,Yes,1.88,No,Good
2016,Male,12,0,96,69,Bachelor's,Neutral,No,Yes,3.04,No,Good
2017,Female,10,3.64,96,54,High School,Satisfied,No,Yes,3.31,No,Average
2018,Male,10,1.94,82,63,Master's,Satisfied,Yes,Yes,2.47,Yes,Excellent
2019,Male,10,5.6,76,66,High School,Neutral,Yes,Yes,5.29,Yes,Excellent
2020,Female,11,3.31,72,69,Master's,Satisfied,Yes,Yes,5.22,No,Average
2021,Male,9,3.48,81,73,Master's,Unsatisfied,Yes,Yes,2.27,No,Average
2022,Male,11,2.21,69,79,Master's,Satisfied,Yes,Yes,5.09,No,Good
2023,Female,11,5.63,85,78,PhD,Neutral,No,Yes,6.29,No,Poor
2024,Male,12,4.04,72,100,PhD,Satisfied,Yes,Yes,6.85,No,Good
2025,Female,10,3.3,100,64,Bachelor's,Neutral,No,Yes,8.3,Yes,Good
2026,Male,11,5.73,92,83,Bachelor's,Neutral,Yes,Yes,2.65,No,Good
2027,Female,11,3.35,82,93,Master's,Very Satisfied,Yes,Yes,8.24,No,Average
2028,Female,10,3.21,65,58,Master's,Very Satisfied,Yes,Yes,3.47,Yes,Good
2029,Female,12,2.72,88,74,PhD,Very Satisfied,Yes,Yes,3.11,No,Excellent
2030,Female,9,4.83,65,77,Bachelor's,Satisfied,Yes,Yes,4.49,Yes,Average
2031,Male,10,0.27,92,73,Master's,Satisfied,No,Yes,3.13,No,Good
2032,Female,9,3.63,76,94,Master's,Neutral,No,Yes,4.6,No,Poor
2033,Female,9,4.56,90,73,Bachelor's,Satisfied,Yes,Yes,2.02,Yes,Poor
2034,Female,9,3.87,77,87,Bachelor's,Neutral,Yes,Yes,3.64,Yes,Good
2035,Female,11,5.47,95,64,High School,Satisfied,No,Yes,5.93,Yes,Average
2036,Male,10,3.54,72,83,Bachelor's,Neutral,Yes,Yes,3.91,Yes,Poor
2037,Male,11,3.68,66,57,High School,Neutral,Yes,Yes,4.21,No,Average
2038,Male,11,2.58,81,56,High School,Neutral,Yes,Yes,4.71,No,Good
2039,Male,12,3.58,87,72,Master's,Satisfied,No,Yes,5.76,No,Good
2040,Male,12,1.87,95,99,Bachelor's,Satisfied,Yes,Yes,1.52,No,Average
2041,Female,12,2.27,78,82,High School,Satisfied,Yes,Yes,4.88,No,Good
2042,Female,12,2.46,83,86,High School,Satisfied,No,Yes,3.6,No,Average
2043,Male,12,0.14,98,76,Bachelor's,Satisfied,Yes,Yes,4.25,No,Good
2044,Female,12,2.38,84,74,PhD,Satisfied,Yes,Yes,5.59,No,Good
2045,Female,9,0.4,99,75,Master's,Satisfied,Yes,Yes,2.21,No,Good
2046,Male,9,3.66,94,59,Master's,Satisfied,No,Yes,2.48,No,Excellent
2047,Male,11,3.71,82,87,Bachelor's,Very Satisfied,Yes,Yes,1.1,No,Excellent
2048,Male,11,0,84,65,High School,Satisfied,No,Yes,3.18,No,Poor
2049,Female,11,3.65,89,64,High School,Satisfied,No,Yes,6,No,Excellent
2050,Female,11,1.93,83,61,Bachelor's,Satisfied,Yes,Yes,3.82,No,Poor
2051,Female,10,4.26,81,31,Bachelor's,Very Satisfied,No,No,1.99,No,Excellent
2052,Male,9,2.44,74,50,Master's,Very Satisfied,Yes,Yes,3.27,No,Average
2053,Female,12,1.14,86,94,High School,Very Satisfied,Yes,No,1.77,No,Average
2054,Male,12,3.47,78,81,Master's,Neutral,Yes,No,2.31,No,Poor
2055,Female,10,2.31,78,57,PhD,Very Satisfied,Yes,Yes,4.58,No,Average
2056,Female,12,0.37,81,77,Bachelor's,Satisfied,Yes,Yes,2.24,Yes,Good
2057,Male,12,2.86,80,60,High School,Neutral,Yes,Yes,5.67,No,Excellent
2058,Male,11,3.91,71,86,Bachelor's,Satisfied,Yes,Yes,3.89,No,Good
2059,Female,11,1.5,77,52,Bachelor's,Satisfied,No,Yes,4.13,Yes,Good
2060,Female,11,2.25,94,82,High School,Neutral,Yes,No,3.58,No,Good
2061,Male,10,4.47,90,58,PhD,Neutral,No,Yes,5.16,No,Average
2062,Female,12,2.5,77,94,Master's,Satisfied,Yes,Yes,5.17,No,Poor
2063,Male,12,1.2,93,88,Master's,Satisfied,Yes,Yes,4.5,Yes,Poor
2064,Male,10,5.74,80,85,Master's,Very Satisfied,Yes,Yes,4.85,Yes,Average
2065,Female,12,6.42,78,51,Master's,Unsatisfied,Yes,Yes,3.68,No,Average
2066,Male,11,0.18,92,46,High School,Satisfied,Yes,Yes,4.81,No,Poor
2067,Female,11,2.44,89,77,Master's,Satisfied,No,Yes,3.49,No,Average
2068,Female,11,3.64,87,94,Master's,Satisfied,No,Yes,4,No,Average
2069,Female,12,1.57,78,63,High School,Very Satisfied,No,Yes,3.59,No,Excellent
2070,Male,10,4.25,94,81,Master's,Very Satisfied,Yes,Yes,3.31,No,Average
2071,Male,10,4.78,73,100,High School,Neutral,No,Yes,2.97,No,Good
2072,Male,12,5.28,92,100,Bachelor's,Unsatisfied,Yes,Yes,4.7,No,Good
2073,Female,9,0.52,79,63,High School,Satisfied,Yes,Yes,5.97,No,Good
2074,Male,12,4.08,74,86,Bachelor's,Neutral,No,Yes,5.76,No,Poor
2075,Female,12,5.06,91,79,Master's,Neutral,No,Yes,2.12,No,Average
2076,Male,9,1.52,76,93,High School,Satisfied,Yes,Yes,5.93,No,Poor
2077,Female,12,4.17,84,68,Bachelor's,Very Satisfied,Yes,Yes,3.52,No,Average
2078,Female,12,0,74,100,High School,Very Satisfied,Yes,Yes,4.9,No,Average
2079,Male,12,1.08,86,90,Master's,Satisfied,No,Yes,2.64,No,Good
2080,Female,11,1.12,86,89,PhD,Satisfied,Yes,Yes,4.21,Yes,Good
2081,Male,9,3.02,100,49,Bachelor's,Satisfied,No,Yes,4.47,No,Good
2082,Female,10,4.59,83,86,Bachelor's,Unsatisfied,Yes,Yes,1.77,Yes,Good
2083,Male,11,3.66,77,78,Bachelor's,Satisfied,Yes,Yes,4.91,No,Average
2084,Female,12,0.21,91,79,Bachelor's,Satisfied,Yes,No,6.02,No,Excellent
2085,Female,10,3.96,95,80,Master's,Satisfied,Yes,Yes,3.74,Yes,Average
2086,Male,12,3.22,76,64,PhD,Satisfied,Yes,Yes,6.04,No,Good
2087,Male,10,4.78,99,71,Master's,Satisfied,No,Yes,3.72,No,Good
2088,Female,10,3.07,75,92,Bachelor's,Satisfied,No,Yes,5.27,No,Good
2089,Male,11,4,100,61,Bachelor's,Satisfied,No,Yes,1,No,Average
2090,Female,12,2.43,87,84,High School,Unsatisfied,No,Yes,7.63,No,Good
2091,Male,11,2.68,76,88,High School,Satisfied,No,Yes,6.24,Yes,Poor
2092,Female,11,4.08,75,95,Master's,Satisfied,Yes,Yes,3.57,No,Poor
2093,Female,9,4.76,86,76,High School,Very Satisfied,No,No,1.04,No,Average
2094,Male,10,3.83,76,75,PhD,Neutral,Yes,Yes,4.43,No,Average
2095,Male,12,0,93,51,Master's,Neutral,Yes,Yes,1.83,No,Good
2096,Male,9,5.26,81,71,Bachelor's,Satisfied,Yes,Yes,4.67,No,Excellent
2097,Female,12,2.06,82,96,PhD,Satisfied,Yes,Yes,4.62,Yes,Average
2098,Male,11,0,97,80,High School,Satisfied,Yes,Yes,2.59,No,Excellent
2099,Male,9,1.19,74,100,Bachelor's,Satisfied,No,Yes,5.68,No,Excellent
2100,Female,10,1.58,73,92,High School,Very Satisfied,Yes,Yes,5.21,No,Excellent
2101,Female,9,3.51,75,78,High School,Satisfied,Yes,Yes,5.46,No,Excellent
2102,Male,12,1.46,96,90,Master's,Satisfied,Yes,Yes,4.01,No,Average
2103,Male,10,3.8,88,100,Bachelor's,Satisfied,Yes,Yes,1.88,No,Poor
2104,Male,12,3,73,81,Bachelor's,Very Satisfied,Yes,Yes,5.47,No,Good
2105,Female,10,6.13,74,69,Master's,Unsatisfied,Yes,Yes,3.59,No,Good
2106,Male,11,3.62,84,60,Bachelor's,Neutral,Yes,Yes,1.92,No,Excellent
2107,Female,9,4.68,100,77,PhD,Neutral,Yes,Yes,6.03,No,Excellent
2108,Male,10,1.64,69,78,Master's,Satisfied,No,Yes,7.15,No,Good
2109,Male,11,4.66,89,74,Bachelor's,Satisfied,No,Yes,3.94,No,Average
2110,Male,9,2.12,74,87,PhD,Satisfied,Yes,Yes,7.24,Yes,Average
2111,Female,10,4.37,69,98,Bachelor's,Unsatisfied,Yes,Yes,4.14,Yes,Poor
2112,Male,12,3.86,98,54,High School,Satisfied,Yes,Yes,3.43,No,Good
2113,Male,9,0.95,83,82,Bachelor's,Neutral,No,Yes,3.05,Yes,Good
2114,Male,10,5.69,92,71,Bachelor's,Satisfied,Yes,Yes,6.46,No,Excellent
2115,Female,12,1.46,97,60,Master's,Unsatisfied,Yes,Yes,2.83,Yes,Good
2116,Female,11,5.44,82,98,Master's,Neutral,No,Yes,5.1,No,Excellent
2117,Male,12,4.02,83,67,Master's,Satisfied,Yes,Yes,3.16,No,Good
2118,Female,10,2.49,89,76,Bachelor's,Satisfied,Yes,Yes,3.31,No,Excellent
2119,Female,12,2.11,83,76,Bachelor's,Very Satisfied,Yes,Yes,5.55,No,Average
2120,Male,9,0,89,60,Bachelor's,Satisfied,No,Yes,3.43,No,Excellent
2121,Female,11,1.27,68,48,Bachelor's,Satisfied,No,Yes,3.39,No,Good
2122,Female,10,0.97,77,100,PhD,Satisfied,No,Yes,5.7,Yes,Average
2123,Female,10,2.21,86,81,Bachelor's,Unsatisfied,Yes,Yes,6.4,No,Average
2124,Female,10,3.2,84,57,Bachelor's,Satisfied,Yes,Yes,4.97,No,Excellent
2125,Male,11,5.18,100,49,Bachelor's,Satisfied,No,Yes,3.02,No,Poor
2126,Male,9,1.46,82,60,Bachelor's,Unsatisfied,No,Yes,3.23,No,Good
2127,Male,10,3.76,77,100,PhD,Neutral,Yes,Yes,4.12,Yes,Average
2128,Female,10,4.79,87,90,High School,Satisfied,No,Yes,4.48,No,Good
2129,Female,12,4.66,79,62,Bachelor's,Satisfied,Yes,Yes,2.52,No,Excellent
2130,Female,9,3.12,93,77,Bachelor's,Satisfied,Yes,No,5.08,No,Average
2131,Male,9,0.63,76,73,PhD,Neutral,No,Yes,4.13,Yes,Good
2132,Female,9,2.89,100,54,Bachelor's,Satisfied,Yes,Yes,1.43,No,Excellent
2133,Female,12,3.76,99,100,Master's,Satisfied,No,Yes,2.61,No,Good
2134,Male,11,2.39,89,83,Bachelor's,Satisfied,Yes,Yes,3.24,No,Excellent
2135,Female,9,3.29,84,81,PhD,Very Satisfied,Yes,Yes,3.89,No,Good
2136,Male,9,0,91,76,Master's,Satisfied,No,Yes,6.83,No,Average
2137,Male,10,2.67,100,64,Bachelor's,Neutral,No,Yes,4.36,Yes,Good
2138,Male,12,2.4,100,62,Master's,Satisfied,Yes,Yes,2.74,No,Good
2139,Female,12,2.17,83,87,Master's,Satisfied,Yes,No,4.33,Yes,Average
2140,Male,10,3.31,72,67,Master's,Satisfied,No,Yes,3.47,Yes,Average
2141,Female,10,2.09,84,81,Bachelor's,Satisfied,Yes,Yes,4.49,No,Poor
2142,Female,11,3.63,67,90,Bachelor's,Very Satisfied,No,Yes,4.87,No,Good
2143,Female,12,3.38,98,81,Master's,Satisfied,No,Yes,5.81,No,Excellent
2144,Female,10,4.65,89,95,Bachelor's,Neutral,Yes,Yes,3.96,No,Poor
2145,Female,11,3.78,84,100,PhD,Satisfied,Yes,Yes,6.46,No,Good
2146,Female,9,4.33,90,55,Master's,Very Satisfied,Yes,Yes,5.36,No,Excellent
2147,Male,10,1.07,87,77,PhD,Satisfied,No,No,2.94,No,Average
2148,Female,10,2.08,86,98,High School,Satisfied,Yes,Yes,7.31,No,Good
2149,Female,10,4.04,73,73,High School,Satisfied,Yes,Yes,4.49,No,Excellent
2150,Male,10,1.79,81,68,Bachelor's,Very Satisfied,Yes,Yes,2.75,No,Excellent
2151,Male,10,2.28,72,73,Bachelor's,Satisfied,Yes,Yes,6.48,No,Average
2152,Female,10,2.16,55,100,Master's,Satisfied,Yes,Yes,7.12,No,Average
2153,Female,10,4.63,81,75,Bachelor's,Very Satisfied,Yes,Yes,3.95,No,Average
2154,Male,11,1.24,100,100,High School,Very Satisfied,No,Yes,3.24,No,Good
2155,Female,9,3.24,95,77,Master's,Very Satisfied,No,Yes,3.74,No,Good
2156,Female,11,0.99,80,76,PhD,Satisfied,No,Yes,5.07,Yes,Good
2157,Male,10,2.32,82,73,Master's,Very Satisfied,Yes,Yes,5.92,Yes,Average
2158,Male,12,2.88,85,59,High School,Satisfied,Yes,Yes,4.86,Yes,Average
2159,Female,10,1.92,72,89,Bachelor's,Satisfied,No,Yes,4.15,No,Good
2160,Male,9,0,96,95,Master's,Very Satisfied,Yes,Yes,6.25,Yes,Good
2161,Female,9,2.55,58,69,High School,Neutral,No,Yes,3.53,No,Good
2162,Female,10,2.9,74,67,High School,Unsatisfied,No,Yes,5.55,No,Good
2163,Male,12,5.3,91,61,Bachelor's,Satisfied,Yes,Yes,3.57,No,Average
2164,Female,10,0.6,81,71,Master's,Satisfied,No,Yes,4.65,No,Average
2165,Male,12,3.74,79,82,Bachelor's,Satisfied,No,Yes,3.83,No,Average
2166,Male,10,5.9,93,74,High School,Satisfied,Yes,Yes,3.92,No,Average
2167,Female,9,2.73,81,92,High School,Satisfied,Yes,Yes,3.43,No,Poor
2168,Female,11,2.06,85,75,High School,Satisfied,Yes,Yes,6.02,No,Average
2169,Male,11,2.25,71,79,High School,Satisfied,Yes,Yes,2.9,No,Poor
2170,Female,10,2.91,90,66,Bachelor's,Very Satisfied,Yes,Yes,2.89,No,Average
2171,Male,10,4.83,76,100,Master's,Neutral,Yes,Yes,7.18,No,Good
2172,Male,9,0.38,89,82,Master's,Neutral,No,Yes,5.47,Yes,Average
2173,Male,11,1.81,89,94,High School,Satisfied,Yes,Yes,1,No,Good
2174,Male,11,0,90,37,Bachelor's,Unsatisfied,Yes,Yes,3.15,No,Good
2175,Male,10,1.55,100,66,High School,Satisfied,No,Yes,1.28,No,Good
2176,Female,12,1.24,83,100,Master's,Very Satisfied,Yes,Yes,2.57,No,Excellent
2177,Male,12,0.25,74,97,Bachelor's,Satisfied,No,Yes,1,No,Poor
2178,Male,11,5.79,83,56,High School,Neutral,Yes,Yes,3.79,Yes,Good
2179,Female,9,6.14,100,85,Bachelor's,Very Satisfied,Yes,Yes,2.29,Yes,Excellent
2180,Male,12,1.78,84,72,Master's,Satisfied,Yes,Yes,4.09,Yes,Excellent
2181,Female,9,3.5,99,88,High School,Very Satisfied,No,Yes,1.56,Yes,Average
2182,Female,10,1.38,98,79,PhD,Satisfied,Yes,Yes,4.12,Yes,Average
2183,Male,11,4.03,99,58,Bachelor's,Satisfied,No,Yes,3.38,No,Average
2184,Male,10,2.95,79,51,High School,Very Satisfied,Yes,Yes,6.25,No,Good
2185,Male,9,3.52,100,47,High School,Satisfied,Yes,Yes,6.12,No,Good
2186,Female,12,2.95,91,76,Bachelor's,Neutral,Yes,Yes,5.18,No,Average
2187,Female,11,2.83,72,78,Bachelor's,Satisfied,No,Yes,3.51,Yes,Good
2188,Female,9,1.86,63,92,Master's,Very Satisfied,No,Yes,6.98,No,Good
2189,Male,11,4.44,85,78,High School,Satisfied,Yes,No,1.67,No,Good
2190,Female,10,4.61,87,88,High School,Satisfied,Yes,Yes,1.89,No,Excellent
2191,Male,12,2.55,98,79,High School,Neutral,Yes,Yes,3.87,No,Good
2192,Female,11,3.29,72,79,Bachelor's,Neutral,Yes,Yes,7.38,No,Poor
2193,Male,10,1.75,78,62,PhD,Satisfied,Yes,Yes,3.7,No,Good
2194,Male,12,1.4,100,94,PhD,Very Satisfied,No,Yes,3.73,No,Average
2195,Male,10,5.88,72,76,Bachelor's,Satisfied,No,No,1.84,No,Good
2196,Male,10,1.06,78,61,Bachelor's,Very Satisfied,Yes,Yes,5.42,No,Excellent
2197,Male,11,4.86,81,91,PhD,Satisfied,Yes,Yes,5.43,No,Excellent
2198,Female,11,3.91,100,52,Bachelor's,Very Satisfied,No,Yes,5.18,No,Good
2199,Female,10,4.89,96,60,Master's,Neutral,No,Yes,3.06,No,Average
2200,Male,9,4.51,88,71,Master's,Satisfied,Yes,Yes,2.94,No,Average
2201,Female,10,1.76,77,100,Bachelor's,Neutral,Yes,Yes,2.06,No,Good
2202,Male,11,3,92,63,High School,Satisfied,Yes,No,4.13,Yes,Average
2203,Male,12,1.83,95,54,Master's,Satisfied,Yes,Yes,2.38,No,Good
2204,Female,12,2.38,85,76,Bachelor's,Neutral,Yes,No,2.23,Yes,Poor
2205,Male,9,2.73,88,85,Bachelor's,Very Satisfied,Yes,Yes,3.36,No,Average
2206,Female,12,4.1,75,70,High School,Satisfied,No,Yes,3.27,No,Average
2207,Male,10,4.79,93,54,High School,Very Satisfied,Yes,Yes,3.19,No,Excellent
2208,Female,12,3.53,65,75,Master's,Very Satisfied,Yes,Yes,4.7,No,Good
2209,Male,12,5.85,75,62,Bachelor's,Unsatisfied,Yes,Yes,4.12,Yes,Average
2210,Female,11,4.15,69,65,Bachelor's,Very Satisfied,No,Yes,3.57,No,Poor
2211,Male,9,3.89,78,71,Bachelor's,Very Satisfied,No,Yes,4.27,Yes,Good
2212,Male,10,4.12,89,79,Bachelor's,Satisfied,Yes,Yes,2.51,No,Average
2213,Male,12,2.49,88,73,Bachelor's,Satisfied,Yes,Yes,4.16,No,Good
2214,Male,10,3.69,80,72,Bachelor's,Satisfied,No,No,4.23,No,Excellent
2215,Female,11,1.52,84,62,Bachelor's,Satisfied,Yes,Yes,1.75,No,Good
2216,Male,10,1.33,87,78,Bachelor's,Satisfied,Yes,Yes,5.49,Yes,Good
2217,Male,9,4.17,80,81,High School,Satisfied,Yes,Yes,2.68,No,Good
2218,Male,12,3.83,89,62,Bachelor's,Satisfied,Yes,Yes,4.14,Yes,Excellent
2219,Male,12,3.22,88,75,Bachelor's,Satisfied,Yes,Yes,5.75,Yes,Excellent
2220,Male,12,0,86,100,High School,Satisfied,No,Yes,5.39,Yes,Good
2221,Male,9,2.46,77,80,High School,Satisfied,No,Yes,4.05,No,Average
2222,Female,9,3.47,96,56,Bachelor's,Satisfied,Yes,Yes,3.46,No,Good
2223,Male,12,4.1,90,72,Bachelor's,Unsatisfied,No,Yes,5.42,Yes,Average
2224,Male,11,3.51,95,88,Bachelor's,Satisfied,Yes,Yes,5.01,Yes,Good
2225,Male,10,1.29,93,74,PhD,Neutral,Yes,Yes,3.07,No,Good
2226,Male,12,3.11,85,72,Bachelor's,Satisfied,Yes,Yes,2.81,No,Average
2227,Female,11,4.79,84,58,Master's,Neutral,No,Yes,1,No,Average
2228,Male,10,2.41,86,93,High School,Satisfied,Yes,Yes,4.23,No,Good
2229,Male,12,3.9,76,100,Bachelor's,Satisfied,Yes,Yes,3.88,No,Excellent
2230,Male,12,3.4,97,72,High School,Satisfied,No,No,5.7,No,Good
2231,Female,12,3.8,93,93,Bachelor's,Unsatisfied,No,Yes,4.54,No,Good
2232,Male,10,4.59,93,70,PhD,Neutral,No,Yes,6,No,Average
2233,Male,9,2.14,88,88,High School,Unsatisfied,Yes,Yes,2.95,No,Good
2234,Female,9,2.67,95,96,High School,Unsatisfied,Yes,Yes,5.71,No,Good
2235,Female,11,1.63,76,72,PhD,Unsatisfied,Yes,Yes,3.21,No,Good
2236,Female,10,3.46,79,95,High School,Neutral,Yes,Yes,5.17,No,Poor
2237,Male,12,3.64,85,53,Master's,Satisfied,No,No,1.81,No,Good
2238,Male,9,1.03,87,43,Master's,Satisfied,Yes,Yes,4.35,No,Average
2239,Female,9,4.52,83,100,Master's,Very Satisfied,Yes,Yes,1.02,Yes,Average
2240,Male,11,6.46,83,73,Bachelor's,Neutral,No,Yes,3.6,Yes,Excellent
2241,Female,11,4.49,100,50,Bachelor's,Satisfied,Yes,Yes,4.66,No,Average
2242,Male,9,0.32,78,83,High School,Satisfied,Yes,Yes,3.22,No,Average
2243,Male,12,3.75,95,57,Master's,Satisfied,No,Yes,2.42,No,Good
2244,Female,12,0,93,62,Master's,Satisfied,No,Yes,5.27,No,Excellent
2245,Female,10,0,86,86,Master's,Satisfied,No,Yes,3.84,No,Good
2246,Female,12,2.82,80,72,Master's,Very Satisfied,Yes,Yes,3.27,Yes,Good
2247,Male,11,2.44,71,64,PhD,Unsatisfied,Yes,Yes,4.06,No,Excellent
2248,Male,12,3.78,88,77,Master's,Neutral,No,Yes,7.96,No,Average
2249,Male,12,1.51,83,42,Bachelor's,Satisfied,Yes,Yes,5.73,Yes,Average
2250,Male,9,3.27,99,52,Master's,Satisfied,Yes,Yes,5.74,Yes,Average
2251,Female,9,2.12,88,93,Bachelor's,Satisfied,No,Yes,4.65,Yes,Excellent
2252,Female,9,2.33,78,45,High School,Satisfied,Yes,Yes,4.25,No,Poor
2253,Female,9,3.16,100,79,Master's,Neutral,No,Yes,1,No,Average
2254,Female,12,2.97,88,74,PhD,Satisfied,Yes,Yes,2.98,No,Good
2255,Male,12,1.78,93,78,High School,Satisfied,Yes,Yes,3.28,No,Good
2256,Female,12,3.03,75,94,Master's,Satisfied,Yes,Yes,1.19,Yes,Good
2257,Male,11,4,79,90,Bachelor's,Satisfied,No,No,2.26,No,Good
2258,Male,10,2.25,77,63,Bachelor's,Satisfied,Yes,Yes,1.03,No,Average
2259,Female,9,0.34,89,47,PhD,Neutral,Yes,Yes,3.94,No,Good
2260,Male,11,1.16,64,73,PhD,Satisfied,No,Yes,5.23,No,Good
2261,Male,12,2.77,81,59,High School,Neutral,No,No,5.66,No,Excellent
2262,Female,11,1.24,89,66,Master's,Neutral,No,Yes,4.62,No,Average
